750$2018-06-02 10:26:28$like$1328
976$2018-07-19 19:38:49$browse$1589
197$2018-08-06 13:13:20$like$984
531$2018-01-11 04:14:29$share$1156
767$2018-04-30 16:15:00$giveMark$766$1
872$2018-10-05 08:05:13$browse$1879
552$2018-05-19 23:30:33$giveMark$70$1
908$2018-08-19 06:12:41$like$419
853$2018-06-21 02:53:57$like$1232
86$2018-07-28 09:19:32$share$1299
308$2018-01-17 05:48:55$like$1974
354$2018-10-23 02:26:05$browse$127
1027$2018-09-14 02:10:34$browse$706
398$2018-10-15 18:28:33$giveMark$717$1
281$2018-04-28 22:50:18$browse$1188
834$2018-05-10 22:17:34$giveMark$1715$10
1014$2018-04-01 10:23:26$like$626
311$2018-05-28 23:00:23$browse$1210
294$2018-04-06 14:09:25$giveMark$758$7
799$2018-10-02 05:41:42$share$2029
471$2018-09-09 00:27:35$share$1203
169$2018-06-20 06:01:02$giveMark$1295$3
859$2018-07-08 17:24:36$browse$88
638$2018-06-01 03:52:59$like$624
475$2018-09-18 01:10:48$like$370
756$2018-01-24 16:01:24$like$512
470$2018-02-02 17:20:54$like$45
201$2018-08-23 19:02:15$like$50
43$2018-04-11 03:39:14$share$1276
62$2018-07-10 15:57:50$browse$354
778$2018-05-06 10:53:21$browse$1468
1020$2018-02-06 09:09:34$share$1439
774$2018-07-27 20:56:55$like$1053
444$2018-04-30 07:37:02$browse$353
802$2018-01-30 06:19:32$giveMark$368$8
477$2018-05-14 09:21:42$share$1067
512$2018-08-13 07:55:45$like$737
736$2018-06-13 15:19:54$browse$593
6$2018-04-22 09:05:06$share$1174
891$2018-02-09 08:12:53$giveMark$1659$3
792$2018-10-10 10:27:46$share$861
315$2018-09-13 17:14:36$browse$2088
234$2018-03-29 06:37:38$browse$33
805$2018-05-06 20:47:29$share$1651
772$2018-09-02 21:10:12$browse$230
836$2018-06-09 03:09:19$giveMark$913$2
456$2018-10-09 13:04:27$like$1112
71$2018-02-22 10:56:24$browse$2073
996$2018-04-23 04:23:49$browse$1456
726$2018-09-15 09:51:21$like$1426
839$2018-10-27 00:24:31$like$1142
790$2018-06-23 07:34:07$browse$1767
846$2018-02-03 12:12:55$like$863
613$2018-01-21 07:32:27$like$198
288$2018-07-27 05:37:34$giveMark$40$8
603$2018-02-05 04:38:51$like$60
270$2018-01-22 21:53:37$browse$2040
518$2018-01-24 23:59:07$like$426
649$2018-10-21 07:43:31$like$274
990$2018-03-11 13:09:07$browse$251
176$2018-10-08 15:11:15$browse$552
700$2018-09-01 23:31:35$share$1099
932$2018-06-28 19:37:33$share$1384
888$2018-02-09 09:40:51$share$1401
296$2018-06-27 22:03:43$giveMark$491$5
483$2018-01-01 12:30:06$share$1373
176$2018-01-21 12:01:06$share$104
852$2018-07-22 19:53:07$giveMark$1466$9
808$2018-01-02 09:05:24$giveMark$61$8
114$2018-09-11 15:27:44$browse$1276
11$2018-04-23 13:49:30$share$1006
620$2018-09-02 19:58:48$like$1699
191$2018-02-21 22:16:27$share$499
785$2018-02-12 06:28:32$like$406
589$2018-09-17 11:58:04$like$1486
149$2018-06-19 23:34:21$share$656
995$2018-04-15 05:54:24$like$1546
1046$2018-04-01 13:19:49$browse$1046
489$2018-05-13 04:54:07$like$1813
644$2018-10-06 04:38:26$like$1039
165$2018-06-09 11:51:32$browse$102
867$2018-07-17 02:45:49$giveMark$1602$1
27$2018-05-05 12:54:05$like$1167
1011$2018-07-29 19:07:46$browse$1515
592$2018-05-23 19:42:40$like$243
90$2018-08-05 04:49:55$like$1149
736$2018-05-22 23:08:08$share$1160
70$2018-06-22 16:36:18$share$1160
428$2018-08-27 05:03:23$like$1230
718$2018-02-06 14:45:15$giveMark$1492$8
402$2018-03-12 18:09:03$like$974
746$2018-06-29 15:34:50$giveMark$1508$5
547$2018-04-12 17:45:43$share$2044
627$2018-04-23 08:55:48$browse$1500
180$2018-09-10 08:39:42$browse$341
388$2018-10-29 12:42:39$browse$1643
113$2018-01-06 20:40:56$browse$1497
82$2018-02-22 23:18:32$like$769
480$2018-03-04 22:02:54$like$1177
929$2018-05-18 15:22:57$browse$1985
760$2018-08-25 20:20:13$browse$129
868$2018-01-24 20:28:01$share$1560
171$2018-08-03 16:49:52$like$1999
1003$2018-05-05 03:37:21$like$2035
749$2018-01-30 02:20:08$giveMark$2082$10
828$2018-06-30 19:38:12$giveMark$877$7
308$2018-01-21 21:48:52$share$1803
493$2018-06-01 08:43:30$like$1190
1028$2018-02-25 19:55:44$giveMark$214$3
203$2018-06-26 09:21:55$like$1828
531$2018-10-26 11:24:53$browse$1586
82$2018-06-26 13:56:14$browse$885
678$2018-04-01 17:24:21$share$668
479$2018-08-13 14:27:01$like$11
700$2018-09-04 23:55:12$giveMark$1320$7
970$2018-02-02 11:03:30$browse$1534
689$2018-05-14 22:27:59$like$224
664$2018-07-31 04:52:49$share$1485
527$2018-06-13 15:10:10$giveMark$1809$2
690$2018-02-20 08:40:41$share$157
768$2018-05-29 12:01:55$browse$1181
233$2018-06-28 00:56:08$browse$799
305$2018-10-13 03:09:18$share$611
297$2018-06-02 08:07:50$like$1742
161$2018-04-22 00:08:05$share$625
460$2018-04-01 12:49:39$share$246
925$2018-08-25 05:49:25$browse$82
428$2018-09-02 05:01:56$share$374
16$2018-07-10 04:12:19$share$1272
226$2018-04-18 07:26:17$share$702
335$2018-06-03 13:12:18$like$386
754$2018-04-13 04:34:02$share$1433
461$2018-10-02 12:03:44$giveMark$1870$9
186$2018-09-27 00:51:35$giveMark$708$6
937$2018-10-26 14:23:06$giveMark$1488$4
759$2018-05-10 18:02:53$giveMark$1156$1
30$2018-09-10 16:12:20$like$120
1039$2018-04-18 05:10:29$browse$540
1048$2018-07-10 15:58:31$giveMark$1632$7
1044$2018-10-15 15:31:14$share$252
702$2018-07-14 18:59:50$giveMark$1499$9
793$2018-07-03 02:26:45$share$322
917$2018-08-31 05:15:39$giveMark$1799$4
272$2018-09-28 15:20:03$browse$613
230$2018-04-14 07:44:06$share$395
471$2018-02-20 03:51:17$giveMark$1068$1
294$2018-04-19 04:30:27$like$1057
278$2018-05-30 08:33:24$giveMark$1298$1
436$2018-04-02 10:41:16$share$517
789$2018-08-08 19:45:29$share$413
466$2018-02-15 22:20:07$share$1627
716$2018-05-17 17:32:13$giveMark$1106$7
26$2018-10-01 02:55:10$like$228
696$2018-10-22 23:39:59$browse$298
103$2018-05-19 06:36:43$giveMark$929$8
1020$2018-10-21 21:57:00$giveMark$2096$7
937$2018-05-15 01:34:01$share$1710
334$2018-09-22 06:36:50$like$752
821$2018-03-30 03:02:20$like$1704
193$2018-10-12 11:43:50$like$417
514$2018-04-05 23:43:42$share$2071
436$2018-02-15 10:56:53$like$2004
1042$2018-01-23 01:22:14$like$1140
960$2018-10-29 03:31:25$browse$1226
534$2018-01-05 09:45:40$giveMark$691$3
549$2018-06-05 14:23:38$share$1080
1054$2018-04-14 15:24:02$share$122
998$2018-06-22 03:55:01$like$78
104$2018-01-15 05:45:33$browse$352
344$2018-05-18 19:52:07$browse$1819
80$2018-07-19 10:27:16$giveMark$622$7
255$2018-01-18 00:49:19$like$1603
427$2018-03-15 22:36:02$browse$1849
925$2018-05-24 07:09:13$share$249
340$2018-10-28 23:23:19$share$717
914$2018-10-16 22:27:58$share$1484
486$2018-01-16 07:59:56$like$171
617$2018-10-16 00:22:35$giveMark$389$8
244$2018-02-16 18:56:52$share$1323
466$2018-05-21 23:00:49$giveMark$535$5
188$2018-01-16 16:50:12$browse$362
208$2018-02-20 20:25:29$browse$1886
531$2018-05-29 16:57:31$giveMark$1533$9
551$2018-08-05 14:18:55$share$1088
170$2018-06-17 22:58:47$like$356
502$2018-07-18 21:48:46$giveMark$1678$7
700$2018-04-02 13:32:09$browse$775
329$2018-09-05 07:46:32$giveMark$1251$10
182$2018-05-31 21:09:55$giveMark$1476$9
468$2018-09-03 18:08:23$share$291
1003$2018-09-11 10:13:29$browse$1022
47$2018-02-06 15:01:02$share$301
466$2018-02-04 19:35:57$giveMark$1383$3
483$2018-06-18 17:04:55$giveMark$1857$9
3$2018-02-10 11:27:35$share$550
999$2018-07-12 20:11:53$share$1523
212$2018-01-31 22:11:24$browse$1209
666$2018-07-17 21:53:20$like$1189
909$2018-08-26 11:33:41$like$316
487$2018-06-18 03:35:42$giveMark$1568$4
766$2018-07-25 20:15:24$share$96
472$2018-01-03 05:28:26$like$1091
845$2018-09-02 14:44:45$giveMark$1485$7
301$2018-03-07 08:06:21$share$682
216$2018-02-25 02:42:57$browse$535
605$2018-03-29 12:35:00$share$408
177$2018-01-13 05:17:28$giveMark$508$4
730$2018-08-29 09:41:10$giveMark$220$7
832$2018-04-19 03:11:32$share$603
332$2018-03-22 14:22:38$giveMark$1128$4
340$2018-05-07 02:24:48$giveMark$1742$6
475$2018-04-29 15:49:33$like$556
376$2018-01-13 05:22:15$browse$1472
622$2018-10-21 16:13:43$browse$919
594$2018-01-01 23:52:19$giveMark$1896$3
965$2018-05-17 00:20:53$giveMark$230$9
869$2018-05-21 05:42:29$giveMark$1724$6
540$2018-01-31 22:35:16$share$2082
847$2018-06-10 12:41:43$giveMark$166$3
379$2018-01-26 00:01:55$giveMark$678$8
933$2018-06-30 11:33:50$like$322
447$2018-03-04 13:17:01$giveMark$575$3
771$2018-10-02 10:31:47$browse$69
914$2018-02-28 09:58:35$browse$1898
245$2018-04-12 09:15:17$like$1319
7$2018-04-19 07:28:11$giveMark$880$6
641$2018-05-07 19:35:01$share$2049
550$2018-02-17 15:18:37$share$596
165$2018-03-05 02:25:40$browse$1248
472$2018-10-26 20:22:18$browse$1795
405$2018-07-07 16:11:57$share$1759
977$2018-08-11 20:47:29$share$675
556$2018-04-11 13:00:26$share$456
903$2018-09-14 09:40:07$like$388
872$2018-10-26 10:17:50$like$732
335$2018-04-27 19:01:31$like$1785
1047$2018-03-02 04:20:35$share$2029
808$2018-09-19 20:14:30$share$215
217$2018-03-07 02:14:16$browse$1067
135$2018-10-23 12:23:43$giveMark$5$2
559$2018-04-06 12:49:11$like$1731
806$2018-09-25 06:25:18$browse$1554
300$2018-06-21 16:59:09$browse$1593
808$2018-05-09 04:13:00$like$1378
741$2018-06-22 20:20:35$share$871
952$2018-07-25 20:34:24$like$2033
502$2018-04-10 22:28:19$like$987
1012$2018-04-22 13:16:10$share$1773
327$2018-07-30 13:02:25$giveMark$556$4
424$2018-03-03 22:47:42$giveMark$2031$5
1046$2018-01-03 06:13:56$giveMark$421$9
266$2018-09-03 07:22:44$giveMark$642$4
721$2018-09-20 01:11:14$giveMark$1745$8
420$2018-10-17 09:36:05$browse$1930
8$2018-06-03 09:11:48$browse$356
81$2018-07-25 06:34:35$browse$390
16$2018-09-23 07:54:44$browse$1320
968$2018-06-14 20:37:10$giveMark$239$9
526$2018-03-11 08:11:16$like$1501
284$2018-09-02 14:13:02$giveMark$1766$4
576$2018-03-12 11:33:56$browse$534
527$2018-09-07 22:11:58$giveMark$2041$6
97$2018-09-18 23:19:17$browse$1971
665$2018-05-23 15:39:46$browse$502
132$2018-07-13 09:19:29$browse$1825
1017$2018-06-24 02:51:44$share$1573
107$2018-02-26 19:50:00$share$35
964$2018-10-02 03:14:50$giveMark$2001$4
67$2018-01-30 14:31:46$share$1836
652$2018-10-20 00:19:37$like$1032
239$2018-06-25 23:46:34$like$1418
306$2018-08-12 22:31:13$browse$30
647$2018-02-11 21:41:23$browse$2044
284$2018-08-09 22:56:37$browse$1437
593$2018-02-12 12:46:15$giveMark$1492$2
806$2018-06-01 17:28:18$share$664
632$2018-04-30 12:33:59$giveMark$6$1
756$2018-10-26 12:20:06$browse$803
582$2018-03-05 01:52:46$giveMark$167$7
503$2018-01-02 18:46:11$share$2036
964$2018-10-20 10:55:28$like$222
740$2018-06-25 16:53:59$like$437
238$2018-02-23 19:30:27$share$653
183$2018-04-09 14:12:33$share$263
539$2018-08-31 21:45:38$browse$128
286$2018-01-30 21:57:59$giveMark$1543$6
524$2018-08-29 16:59:26$like$1748
962$2018-04-09 15:44:53$share$1172
454$2018-09-30 07:27:03$like$953
1023$2018-04-22 05:46:29$browse$598
979$2018-10-23 21:55:43$giveMark$1640$9
314$2018-04-02 00:42:57$giveMark$1264$6
799$2018-01-03 12:50:03$giveMark$1398$10
455$2018-01-23 09:09:31$share$647
425$2018-01-20 09:24:33$share$2047
896$2018-03-17 23:07:30$browse$1753
235$2018-01-01 05:43:21$giveMark$514$7
341$2018-01-23 10:35:02$share$1358
900$2018-07-27 12:43:23$giveMark$1171$2
253$2018-07-09 19:47:39$browse$114
98$2018-03-04 03:55:17$browse$92
290$2018-01-06 20:16:20$share$896
192$2018-01-19 03:07:48$like$1250
472$2018-10-04 06:22:17$share$2016
137$2018-05-28 04:33:51$like$294
437$2018-10-03 19:33:35$like$1265
718$2018-10-02 14:58:35$browse$1984
272$2018-05-28 18:01:31$giveMark$1647$7
781$2018-03-15 09:06:58$share$1382
264$2018-02-19 12:00:01$browse$1318
37$2018-07-13 02:14:47$browse$371
126$2018-07-08 10:32:15$share$164
829$2018-10-21 02:58:31$giveMark$423$6
325$2018-08-11 22:16:17$browse$698
650$2018-06-07 13:58:02$giveMark$5$9
810$2018-07-19 10:51:50$giveMark$947$6
586$2018-06-17 20:49:56$browse$1920
878$2018-09-17 20:30:23$share$2076
216$2018-04-14 11:13:30$giveMark$1196$10
642$2018-05-10 04:36:37$like$1954
501$2018-08-20 07:10:59$like$331
1051$2018-01-15 15:06:06$giveMark$78$9
492$2018-07-21 11:45:53$browse$13
850$2018-05-23 13:14:16$like$643
293$2018-09-15 17:00:29$giveMark$1326$2
991$2018-08-01 13:07:04$like$1022
532$2018-02-20 05:45:25$browse$2027
999$2018-07-03 12:42:44$like$557
395$2018-08-13 23:19:57$browse$252
153$2018-10-26 00:48:18$giveMark$208$6
454$2018-02-21 06:44:41$giveMark$827$8
111$2018-09-13 13:40:58$share$1435
87$2018-06-15 22:30:12$browse$1140
190$2018-05-31 21:49:31$like$65
495$2018-03-14 07:17:36$like$211
582$2018-07-03 05:30:58$share$1858
241$2018-08-05 22:11:45$like$1528
470$2018-08-12 22:21:10$browse$349
32$2018-08-30 19:37:32$share$29
553$2018-08-04 22:48:28$like$1270
527$2018-07-12 07:55:50$giveMark$1118$6
295$2018-06-01 06:21:39$like$1097
721$2018-08-11 12:17:19$giveMark$847$8
429$2018-05-16 12:34:30$giveMark$1276$7
871$2018-06-12 19:23:14$share$145
956$2018-03-27 03:27:32$like$1377
365$2018-03-09 19:10:52$share$1438
78$2018-03-22 23:49:23$giveMark$849$9
881$2018-03-01 19:35:08$like$240
511$2018-10-17 08:29:32$share$377
668$2018-07-09 19:06:13$giveMark$589$6
489$2018-10-28 03:16:57$browse$1672
827$2018-09-06 12:35:29$giveMark$2069$3
19$2018-07-04 14:43:25$like$2039
101$2018-02-01 17:18:24$browse$1585
337$2018-02-21 08:53:44$giveMark$951$10
281$2018-08-03 05:52:57$browse$678
1037$2018-03-06 20:49:23$browse$670
144$2018-05-01 06:42:30$giveMark$1592$5
551$2018-06-26 22:43:56$like$1994
277$2018-05-05 09:30:08$like$2079
665$2018-01-07 00:34:28$giveMark$1139$6
28$2018-02-07 20:23:25$share$1396
385$2018-09-29 11:26:15$giveMark$901$7
590$2018-06-26 07:47:23$giveMark$60$3
647$2018-10-02 12:49:33$giveMark$2059$4
527$2018-05-04 21:00:33$like$708
491$2018-09-19 22:12:48$browse$1197
934$2018-08-02 14:04:38$browse$810
855$2018-06-06 08:22:56$share$1658
686$2018-06-15 02:42:10$share$82
339$2018-09-16 05:47:57$giveMark$774$8
864$2018-08-23 22:00:49$like$446
281$2018-04-12 06:38:06$share$1677
461$2018-02-09 13:54:15$like$1532
685$2018-02-21 12:49:17$like$1525
373$2018-05-26 07:32:39$like$1012
914$2018-04-04 12:56:07$share$599
917$2018-04-29 15:56:15$share$1903
799$2018-01-26 23:06:33$share$399
607$2018-10-21 14:34:07$like$2088
192$2018-01-07 02:00:10$browse$167
350$2018-09-24 19:33:17$like$854
994$2018-08-21 10:57:58$share$551
965$2018-03-10 02:22:13$like$1184
707$2018-03-17 01:56:10$giveMark$2095$5
1029$2018-07-27 06:12:48$giveMark$1919$4
337$2018-08-06 15:21:00$browse$411
992$2018-05-04 13:53:11$giveMark$1279$7
561$2018-04-20 11:33:30$like$2054
284$2018-05-30 23:44:56$share$1741
245$2018-06-14 08:06:53$giveMark$527$1
411$2018-07-27 01:57:13$share$1258
836$2018-07-04 22:54:14$like$670
871$2018-08-22 06:54:02$browse$174
492$2018-03-26 05:43:49$share$247
996$2018-05-04 00:30:46$like$61
427$2018-10-28 23:06:11$share$821
727$2018-07-26 06:06:44$browse$1173
622$2018-10-11 17:52:24$giveMark$48$10
924$2018-01-23 04:21:38$browse$1173
397$2018-08-03 01:19:34$giveMark$663$3
937$2018-04-09 20:27:13$browse$1464
876$2018-03-13 11:25:30$like$1134
497$2018-08-14 08:22:12$share$239
836$2018-10-29 05:06:21$like$961
959$2018-08-31 20:14:48$giveMark$386$1
78$2018-06-21 11:15:58$like$1486
1050$2018-03-27 18:37:02$share$831
3$2018-09-08 23:42:02$browse$623
709$2018-08-23 20:56:39$like$1177
340$2018-01-14 06:25:32$like$1533
937$2018-06-21 19:39:02$giveMark$426$5
1006$2018-08-17 19:52:13$like$1445
203$2018-03-15 10:25:48$browse$696
7$2018-10-30 04:36:02$browse$1430
330$2018-08-27 05:51:16$like$2059
859$2018-06-17 04:24:02$giveMark$1377$7
546$2018-03-26 14:23:11$browse$61
177$2018-02-10 02:29:40$giveMark$1223$7
983$2018-03-23 06:25:38$browse$1504
616$2018-10-26 17:21:41$giveMark$742$2
925$2018-09-05 17:12:54$share$1003
333$2018-08-19 21:54:02$like$1388
680$2018-04-17 14:22:06$like$1157
314$2018-02-27 05:16:12$like$1514
303$2018-10-05 09:53:12$browse$1696
383$2018-01-24 07:34:49$browse$1905
239$2018-03-07 00:33:38$like$406
291$2018-08-02 22:19:58$browse$144
974$2018-04-06 09:17:27$giveMark$967$9
204$2018-04-11 23:12:26$browse$1499
1018$2018-01-12 07:59:02$browse$1409
814$2018-04-17 19:14:31$browse$1253
736$2018-06-29 13:45:17$share$1582
923$2018-07-16 21:34:39$like$1863
695$2018-04-19 21:01:40$like$1705
287$2018-10-18 19:17:00$browse$1702
798$2018-07-18 03:02:35$browse$816
278$2018-07-29 19:01:10$browse$1176
573$2018-04-19 00:41:36$like$1587
99$2018-10-27 09:18:42$giveMark$879$2
277$2018-05-26 00:26:11$giveMark$1435$3
483$2018-04-04 06:37:31$share$604
998$2018-04-02 19:20:26$browse$259
547$2018-08-07 12:20:00$like$556
21$2018-04-01 23:38:42$like$1778
177$2018-05-02 22:01:33$share$1558
429$2018-05-16 05:55:00$share$1471
512$2018-05-08 12:06:27$browse$1955
618$2018-10-29 20:25:22$giveMark$1771$10
36$2018-10-07 12:19:33$like$1212
97$2018-10-19 16:29:49$giveMark$2026$4
1049$2018-04-18 14:07:41$giveMark$623$8
862$2018-08-27 07:23:06$like$57
661$2018-07-20 02:10:51$share$1850
825$2018-10-17 10:20:27$share$761
88$2018-07-26 16:10:35$like$1278
460$2018-10-01 00:14:07$browse$1042
59$2018-01-28 19:38:38$like$1916
1016$2018-01-07 13:16:31$like$624
915$2018-05-18 01:18:47$browse$827
681$2018-07-21 02:03:39$like$514
888$2018-04-06 20:48:53$giveMark$551$4
1033$2018-05-09 13:33:25$browse$133
945$2018-08-27 02:15:21$giveMark$931$4
220$2018-10-02 19:37:14$browse$836
266$2018-01-08 04:13:53$share$1216
711$2018-01-17 23:02:40$like$1331
537$2018-02-22 13:57:15$like$1187
591$2018-02-01 04:21:03$share$1159
398$2018-02-28 19:04:08$giveMark$1378$9
803$2018-01-09 01:13:55$giveMark$455$8
417$2018-06-14 17:13:12$share$1551
366$2018-10-30 14:14:58$like$1637
273$2018-06-20 20:46:31$browse$507
381$2018-04-26 06:53:04$giveMark$686$6
879$2018-05-01 14:14:27$giveMark$2035$1
230$2018-05-01 02:23:16$giveMark$1565$7
822$2018-07-19 16:48:12$giveMark$1071$7
810$2018-10-08 23:35:41$like$1907
969$2018-05-06 02:55:33$browse$1165
680$2018-01-11 14:28:02$share$1282
343$2018-02-01 17:18:13$share$1186
64$2018-06-26 21:29:30$giveMark$1460$2
635$2018-02-22 14:33:49$share$81
752$2018-10-14 17:11:08$giveMark$1872$10
586$2018-03-28 01:53:35$like$825
215$2018-08-10 07:30:30$browse$557
202$2018-07-14 18:48:16$like$106
133$2018-03-19 19:41:37$like$245
755$2018-07-22 13:29:18$giveMark$792$9
445$2018-04-07 09:40:45$browse$1763
794$2018-07-30 06:58:55$browse$1446
350$2018-03-21 03:13:21$giveMark$1157$10
121$2018-03-14 09:44:39$browse$1580
190$2018-02-03 07:23:06$share$1249
1018$2018-07-06 13:56:17$browse$842
533$2018-04-03 20:54:20$giveMark$651$3
913$2018-09-29 18:49:13$giveMark$1450$6
725$2018-10-10 04:19:25$share$1966
307$2018-07-22 18:20:21$browse$705
745$2018-05-19 05:25:03$browse$142
288$2018-04-29 07:34:42$browse$485
353$2018-10-21 04:35:29$giveMark$1444$4
406$2018-09-10 11:03:32$giveMark$272$2
636$2018-04-15 10:08:07$like$1593
474$2018-02-20 14:46:43$browse$91
79$2018-02-23 13:21:33$giveMark$1336$7
855$2018-10-02 15:28:36$giveMark$1707$6
267$2018-04-06 04:19:59$giveMark$1736$6
615$2018-06-30 01:44:20$giveMark$1936$3
525$2018-06-08 13:29:19$browse$904
701$2018-03-18 01:21:43$share$2048
276$2018-10-23 10:12:19$like$1633
756$2018-10-14 02:47:43$share$1216
34$2018-06-25 13:22:56$like$1975
914$2018-08-06 13:24:50$browse$1883
238$2018-05-26 14:11:41$share$1040
490$2018-07-27 02:03:38$giveMark$1600$4
674$2018-01-25 00:14:34$share$1690
517$2018-10-31 11:18:12$like$1167
665$2018-10-03 06:09:26$share$8
3$2018-01-31 20:19:23$giveMark$780$5
631$2018-10-19 17:40:29$browse$214
726$2018-07-26 15:02:30$browse$2066
177$2018-07-24 00:57:15$giveMark$384$4
588$2018-10-07 09:34:47$share$25
593$2018-04-18 03:00:05$like$343
980$2018-05-10 00:38:20$giveMark$225$2
843$2018-04-08 15:23:37$share$1227
463$2018-03-02 21:07:30$share$468
869$2018-09-27 13:44:55$like$1449
999$2018-07-23 21:34:04$giveMark$1959$2
372$2018-04-12 03:58:51$share$1509
1002$2018-09-02 18:41:10$browse$32
184$2018-03-12 18:32:17$browse$1361
933$2018-08-11 15:30:33$like$465
376$2018-06-23 05:29:16$like$268
759$2018-06-26 00:32:59$share$1651
971$2018-09-11 10:40:44$giveMark$412$3
152$2018-08-31 01:51:45$browse$772
258$2018-09-23 05:58:25$browse$44
574$2018-10-09 09:12:37$like$585
959$2018-07-16 00:10:42$share$437
557$2018-01-08 14:51:11$browse$1636
818$2018-10-31 23:19:51$like$1761
182$2018-01-06 00:12:34$browse$422
582$2018-04-09 04:22:51$browse$1850
824$2018-05-11 13:34:26$browse$901
466$2018-07-01 15:17:15$like$1583
969$2018-04-03 05:09:19$share$679
751$2018-10-24 05:32:39$like$208
852$2018-09-29 08:08:19$like$2021
107$2018-10-08 12:59:45$browse$964
969$2018-04-07 16:28:01$share$737
804$2018-06-24 06:49:47$share$753
548$2018-05-11 02:32:22$browse$519
875$2018-10-10 05:02:57$giveMark$2068$9
508$2018-03-15 22:05:44$like$551
949$2018-06-14 22:20:07$browse$1924
213$2018-01-31 04:21:45$browse$1248
973$2018-02-01 20:25:32$browse$411
65$2018-01-22 06:32:19$giveMark$1006$5
986$2018-08-31 21:14:34$browse$1444
53$2018-06-10 07:30:27$share$965
764$2018-07-29 02:05:27$browse$414
695$2018-05-09 04:19:42$share$2100
289$2018-04-19 06:43:32$like$470
721$2018-10-24 04:07:21$giveMark$331$7
814$2018-08-15 07:31:06$browse$417
996$2018-09-25 14:32:59$giveMark$1604$4
843$2018-08-09 09:16:52$like$567
581$2018-05-01 13:20:41$like$405
152$2018-08-08 00:26:18$share$1952
386$2018-10-29 08:07:28$share$1587
523$2018-10-12 04:51:56$like$1451
628$2018-06-19 05:04:25$share$1815
69$2018-01-21 08:49:56$share$985
1041$2018-01-16 20:34:15$giveMark$685$6
716$2018-09-09 04:26:27$giveMark$102$4
122$2018-04-12 11:23:06$giveMark$1152$6
568$2018-10-05 22:52:39$browse$1248
628$2018-07-16 06:57:34$browse$55
984$2018-01-13 07:57:50$browse$1781
60$2018-04-04 05:41:36$giveMark$1979$9
504$2018-05-31 14:09:10$browse$305
526$2018-09-01 23:35:00$share$1526
369$2018-09-06 12:16:28$browse$1389
134$2018-09-03 09:48:39$browse$1444
689$2018-04-04 02:33:03$giveMark$185$10
12$2018-01-13 16:03:49$share$981
1004$2018-08-18 10:49:48$browse$1474
316$2018-08-22 21:21:49$browse$241
511$2018-04-17 02:06:58$share$1411
856$2018-10-15 22:50:42$giveMark$1442$10
722$2018-07-14 01:26:02$share$424
180$2018-10-30 08:43:41$like$1445
398$2018-09-20 15:13:08$like$1782
686$2018-05-03 08:14:15$browse$1664
314$2018-10-28 06:09:40$giveMark$245$2
927$2018-02-14 20:46:33$giveMark$765$6
967$2018-03-23 20:16:53$giveMark$1837$4
760$2018-10-04 18:32:18$share$1629
613$2018-09-08 16:18:37$browse$2035
503$2018-06-05 23:14:19$browse$278
213$2018-07-25 20:23:20$share$13
555$2018-10-13 11:33:41$browse$877
868$2018-09-03 10:27:45$browse$1465
799$2018-01-24 05:55:41$like$140
479$2018-09-20 19:41:34$giveMark$1386$1
836$2018-01-24 17:15:49$like$540
604$2018-02-24 12:19:46$like$1531
782$2018-03-16 13:02:00$like$1972
389$2018-03-18 04:32:56$browse$889
570$2018-09-06 12:38:26$share$960
808$2018-07-18 13:49:34$share$2068
607$2018-10-31 15:14:55$giveMark$1609$7
773$2018-09-06 01:53:36$browse$1454
291$2018-03-08 07:05:07$browse$1171
48$2018-02-19 13:04:01$browse$1914
789$2018-06-13 16:07:55$share$930
346$2018-06-08 19:56:46$giveMark$973$4
645$2018-10-09 07:20:07$browse$1764
869$2018-09-29 10:46:09$browse$1569
264$2018-10-06 17:48:53$browse$1921
287$2018-02-08 18:27:30$like$869
707$2018-09-24 23:16:21$share$485
343$2018-07-20 22:24:12$share$957
722$2018-10-19 15:49:08$share$436
298$2018-08-26 07:00:36$giveMark$679$4
302$2018-06-30 23:24:57$like$829
273$2018-09-20 02:39:39$like$131
96$2018-05-13 21:21:17$giveMark$1920$2
468$2018-07-21 23:59:12$giveMark$2074$10
834$2018-10-07 04:07:47$like$1303
270$2018-05-26 20:20:23$giveMark$1920$5
261$2018-07-19 16:39:54$giveMark$1992$1
484$2018-04-28 10:51:43$giveMark$1634$3
842$2018-09-05 23:27:47$share$976
1041$2018-02-11 08:47:56$share$1168
361$2018-02-14 08:19:58$like$1393
590$2018-01-02 16:19:15$browse$1771
750$2018-05-25 19:12:13$browse$1556
75$2018-05-04 03:16:31$giveMark$439$1
152$2018-08-27 13:51:12$like$1872
469$2018-10-30 09:53:14$like$962
496$2018-05-01 12:09:49$like$985
544$2018-09-05 04:42:58$browse$1011
980$2018-09-28 23:50:03$share$1400
705$2018-09-30 20:12:43$like$1299
409$2018-09-14 22:57:02$giveMark$257$3
162$2018-05-30 01:50:56$giveMark$1511$1
1049$2018-07-26 06:43:32$share$320
1017$2018-10-09 01:20:53$giveMark$771$4
1054$2018-06-06 13:59:01$browse$1827
376$2018-10-27 14:50:24$giveMark$2056$7
670$2018-02-07 09:44:39$share$250
860$2018-07-24 12:34:47$browse$1334
705$2018-08-19 13:54:33$share$1738
502$2018-08-28 02:58:14$giveMark$1146$8
427$2018-10-26 02:48:01$share$1413
